ID,County,Rural2020,Rural2020new,Rural2024,Rural2024new,CWPP2012,CWPP2014,CWPP2016,CWPP2018,CWPP2020,CWPP2022,population_primary_2012,population_general_2012,population_midterm_2014,population_primary_2016,population_general_2016,population_midterm_2018,population_primary_2020,population_general_2020,registration_primary_2012,registration_general_2012,registration_midterm_2014,registration_primary_2016,registration_general_2016,registration_midterm_2018,registration_primary_2020,registration_general_2020,registration_midterm_2022,turnout_primary_2012,turnout_general_2012,turnout_midterm_2014,turnout_primary_2016,turnout_general_2016,turnout_midterm_2018,turnout_primary_2020,turnout_general_2020,turnout_midterm_2022,TOrate_primary_2012,TOrate_general_2012,TOrate_midterm_2014,TOrate_primary_2016,TOrate_general_2016,TOrate_midterm_2018,TOrate_primary_2020,TOrate_general_2020,TOrate_midterm_2022,Rep2012,Dem2012,Win2012,Rep2016,Dem2016,Win2016,Rep2020,Dem2020,Win2020,growth_r_g_2012_2016,growth_r_g_2012_2020,growth_r_g_2016_2020,growth_r_p_2012_2016,growth_r_p_2012_2020,growth_r_p_2016_2020,growth_r_m_2014_2018,growth_r_m_2014_2022,growth_r_m_2018_2022,growth_t_g_2012_2016,growth_t_g_2012_2020,growth_t_g_2016_2020,growth_t_p_2012_2016,growth_t_p_2012_2020,growth_t_p_2016_2020,growth_t_m_2014_2018,growth_t_m_2014_2022,growth_t_m_2018_2022,TOrate_growth_2012_2020,TOrate_growth_2012_2016,TOrate_growth_2016_2020,Win2012new,Win2016new,Win2020new,Wing2016_2020,Percent_Urban,Percent_Rural,Percent_Hispanic,Percent_White,Percent_Black,Percent_Indian,Percent_Asian,Percent_Pacific,Percent_Multi,Percent_NotH_White,Percent_NotH_Black,Age17Under,Age65Older,Age85Older,Median_Age,Per_Capita_Income2022,Total_Personal_Income2022,Median_Household_Income2022,Percent_Poverty,Percent_Poverty_under18,Percent_Bachelor,People_Bachelor,Unemploy_Rate2019,Unemploy_Rate2020,Unemploy_Rate2021,Unemploy_Rate2022,Unemploy_Rate2023,OnSystem_Centerline,OffSystem_Centerline,ratio_Centerline,OnSystem_Lane,OffSystem_Lane,ratio_Lane,Consolidated,SpanishVR_primary_2012,SpanishVR_general_2012,SpanishVR_midterm_2014,SpanishVR_primary_2016,SpanishVR_general_2016,SpanishVR_midterm_2018,SpanishVR_primary_2020,SpanishVR_general_2020,SpanishVR_midterm_2022,spanpro_2012p,spanpro_2012g,spanpro_2014m,spanpro_2016p,spanpro_2016g,spanpro_2018m,spanpro_2020p,spanpro_2020g,spanpro_2022m
226,Titus,rural,1,Rural,1,0,0,0,0,0,0,32334,32334,32334,32334,32334,32334,32334,32334,15334,15458,15997,16126,16603,16969,17300,17595,17776,2149,8824,5158,5182,9419,8007,4929,10541,7347,0.1401,0.5708,0.3224,0.3213,0.5673,0.4719,0.2849,0.5991,0.4133,6084,2648,Republican,6511,2597,Republican,7570,2856,Republican,0.0741,0.1382,0.0597,0.0516,0.1282,0.0728,0.0608,0.1112,0.0476,0.0674,0.1946,0.1191,1.4114,1.2936,-0.0488,0.5523,0.4244,-0.0824,0.0283,-0.0035,0.0318,1,1,1,0,0.4935,0.5065,0.4578,0.8437,0.099,0.0249,0.013,0.002,0.0174,0.4251,0.0894,0.2803,0.1538,0.0145,34.9,51901,1619712000,58411,0.16,0.221,0.153,2982,0.041,0.067,0.054,0.044,0.042,232.1,547.13,0.4242,579.82,1095.06,0.5295,0,1906,1949,2191,2380,2583,2911,3123,3240,3514,0.124298944,0.126083581,0.136963181,0.147587746,0.155574294,0.171548117,0.180520231,0.184143223,0.197682268
227,Tom Green,urban,0,Urban,0,0,1,1,1,1,1,110224,110224,110224,110224,110224,110224,110224,110224,59338,59909,61754,61730,64564,66564,67537,69919,71021,9810,36720,18540,19682,38483,34692,20062,45096,31858,0.1653,0.6129,0.3002,0.3188,0.596,0.5212,0.2971,0.645,0.4486,26878,9294,Republican,27494,9173,Republican,32313,12239,Republican,0.0777,0.1671,0.0829,0.0403,0.1382,0.0941,0.0779,0.1501,0.067,0.048,0.2281,0.1718,1.0063,1.0451,0.0193,0.8712,0.7183,-0.0817,0.0321,-0.0169,0.049,1,1,1,0,0.8332,0.1668,0.4273,0.9048,0.0437,0.0118,0.0145,0.0017,0.0235,0.5051,0.0345,0.2362,0.1744,0.019,36.4,63022,7492866000,60348,0.131,0.168,0.246,19052,0.03,0.063,0.048,0.035,0.035,396.62,1230.63,0.3223,1052.76,2526.47,0.4167,0,14226,14392,15287,15256,16078,17065,17675,18401,19163,0.239745189,0.240231017,0.247546718,0.247140774,0.249024224,0.25636981,0.261708397,0.263175961,0.269821602
228,Travis,urban,0,Urban,0,0,1,1,1,1,1,1024266,1024266,1024266,1024266,1024266,1024266,1024266,1024266,587732,600578,657839,680312,726660,785532,823623,859748,886056,83176,387068,269948,228976,468746,484221,268868,612696,464186,0.1415,0.6445,0.4104,0.3366,0.6451,0.6164,0.3264,0.7126,0.5239,140152,232788,Democrat,127209,308260,Democrat,161337,435860,Democrat,0.2099,0.4315,0.1832,0.1575,0.4014,0.2107,0.1941,0.3469,0.128,0.211,0.5829,0.3071,1.7529,2.2325,0.1742,0.7938,0.7195,-0.0414,0.0681,0.0006,0.0675,2,2,2,0,0.9489,0.0511,0.3301,0.7798,0.094,0.012,0.0836,0.0013,0.0293,0.4791,0.0846,0.1971,0.114,0.0101,35.9,85930,1.14E+11,95151,0.101,0.117,0.538,484968,0.026,0.064,0.04,0.029,0.033,622.83,4641.62,0.1342,2207.29,9986.2,0.221,0,91702,94205,107690,111085,118479,127472,134141,139315,143063,0.156026897,0.156857228,0.163702669,0.163285375,0.163045991,0.162274739,0.162866991,0.162041668,0.161460449
229,Trinity,rural,1,Rural,1,0,0,0,0,0,0,14585,14585,14585,14585,14585,14585,14585,14585,11464,11509,11046,11370,11586,11400,11176,11504,11647,2319,6236,3896,3960,5965,5179,3956,6939,5351,0.2023,0.5418,0.3527,0.3483,0.5148,0.4543,0.354,0.6032,0.4594,4537,1614,Republican,4737,1154,Republican,5579,1323,Republican,0.0067,-0.0004,-0.0071,-0.0082,-0.0251,-0.0171,0.032,0.0544,0.0217,-0.0435,0.1127,0.1633,0.7076,0.7059,-0.001,0.3293,0.3735,0.0332,0.0614,-0.027,0.0884,1,1,1,0,0,1,0.125,0.8745,0.0862,0.0111,0.0065,0.0008,0.0208,0.7615,0.0832,0.1987,0.2667,0.0223,48.4,46390,649277000,49629,0.159,0.278,0.148,1481,0.048,0.081,0.073,0.053,0.05,214.42,508.79,0.4214,443.37,1017.57,0.4357,0,337,347,369,393,421,444,481,509,573,0.029396371,0.030150317,0.033405758,0.034564644,0.036336958,0.038947368,0.043038654,0.04424548,0.049197218
230,Tyler,rural,1,Rural,1,0,0,0,0,0,0,21766,21766,21766,21766,21766,21766,21766,21766,12538,12657,13252,13081,13494,13663,14069,14529,14508,4144,7705,4816,4947,8089,7169,4993,9707,7242,0.3305,0.6088,0.3634,0.3782,0.5995,0.5247,0.3549,0.6681,0.4992,5910,1668,Republican,6624,1248,Republican,8194,1403,Republican,0.0661,0.1479,0.0767,0.0433,0.1221,0.0755,0.031,0.0948,0.0618,0.0498,0.2598,0.2,0.1938,0.2049,0.0093,0.4886,0.5037,0.0102,0.0593,-0.0093,0.0686,1,1,1,0,0,1,0.0769,0.851,0.1164,0.0092,0.0067,0.0007,0.016,0.7841,0.1106,0.1917,0.2263,0.023,42,42946,860205000,50722,0.175,0.254,0.131,1895,0.057,0.099,0.084,0.061,0.058,250.08,633.79,0.3946,516.92,1267.57,0.4078,0,204,205,243,242,252,259,295,315,360,0.016270538,0.016196571,0.018336855,0.018500115,0.018674967,0.018956305,0.020968086,0.021680776,0.024813896
231,Upshur,rural,1,Urban,0,0,0,0,1,1,1,39309,39309,39309,39309,39309,39309,39309,39309,25986,26241,26393,27018,27915,27431,27679,28541,28945,6143,15233,8893,9654,16286,14125,7646,18978,14280,0.2364,0.5805,0.3369,0.3573,0.5834,0.5149,0.2762,0.6649,0.4933,12015,2971,Republican,13209,2380,Republican,15809,2877,Republican,0.0638,0.0876,0.0224,0.0397,0.0652,0.0245,0.0393,0.0967,0.0552,0.0691,0.2458,0.1653,0.5715,0.2447,-0.208,0.5883,0.6058,0.011,0.0844,0.0029,0.0815,1,1,1,0,0.1931,0.8069,0.0987,0.8716,0.0822,0.0124,0.008,0.0009,0.0248,0.7855,0.0794,0.2376,0.1896,0.0183,40.7,45279,1923809000,59690,0.156,0.214,0.17,4814,0.037,0.077,0.062,0.043,0.042,331.25,771.3,0.4295,788.58,1542.6,0.5112,1,590,611,667,741,795,850,904,936,1083,0.022704533,0.023284174,0.025271852,0.02742616,0.028479312,0.03098684,0.032660139,0.032794927,0.037415789
232,Upton,rural,1,Rural,1,0,0,0,0,0,0,3355,3355,3355,3355,3355,3355,3355,3355,2103,2125,2188,2210,2244,2114,2153,2194,2152,540,1343,670,824,1349,1032,738,1362,1087,0.2568,0.632,0.3062,0.3729,0.6012,0.4882,0.3428,0.6208,0.5051,953,333,Republican,1007,286,Republican,1178,170,Republican,0.056,0.0325,-0.0223,0.0509,0.0238,-0.0258,-0.0338,-0.0165,0.018,0.0045,0.0141,0.0096,0.5259,0.3667,-0.1044,0.5403,0.6224,0.0533,-0.0112,-0.0308,0.0196,1,1,1,0,0,1,0.5562,0.8997,0.0435,0.0308,0.0079,0,0.0181,0.3864,0.0292,0.2625,0.1689,0.0235,37,71755,226171000,61607,0.156,0.225,0.097,212,0.03,0.057,0.052,0.027,0.017,189.9,177.16,1.0719,392.26,354.31,1.1071,0,805,816,869,888,906,873,884,887,859,0.382786495,0.384,0.397166362,0.401809955,0.403743316,0.412961211,0.410589875,0.404284412,0.399163569
233,Uvalde,rural,1,Rural,1,0,0,0,0,0,0,26405,26405,26405,26405,26405,26405,26405,26405,15702,15807,16292,16251,16843,17043,16942,17340,17485,3426,8435,5209,5066,9106,8017,5167,10344,8025,0.2182,0.5336,0.3197,0.3117,0.5406,0.4704,0.305,0.5965,0.459,4529,3825,Republican,4835,3867,Republican,6174,4073,Republican,0.0655,0.097,0.0295,0.035,0.079,0.0425,0.0461,0.0732,0.0259,0.0795,0.2263,0.136,0.4787,0.5082,0.0199,0.5391,0.5406,0.001,0.0629,0.007,0.0559,1,1,1,0,0.6483,0.3517,0.7236,0.9461,0.0142,0.0132,0.0133,0.001,0.0123,0.2479,0.008,0.2653,0.1643,0.0196,34.1,52767,1316009000,48427,0.249,0.387,0.191,2956,0.038,0.064,0.055,0.044,0.042,343.39,427.34,0.8035,765.26,854.64,0.8954,0,9011,9075,9392,9398,9791,10068,10065,10359,10473,0.573875939,0.574112735,0.576479254,0.578302874,0.581309743,0.590741067,0.594085704,0.597404844,0.598970546
234,Val Verde,rural,1,Rural,1,0,0,0,0,0,0,48879,48879,48879,48879,48879,48879,48879,48879,26782,26841,26475,26505,27707,27944,27989,28939,29308,3553,12210,7116,5293,13945,11677,5991,15271,9503,0.1327,0.4549,0.2688,0.1997,0.5033,0.4179,0.214,0.5277,0.3242,5635,6285,Democrat,5890,6964,Democrat,8284,6771,Republican,0.0323,0.0782,0.0445,-0.0103,0.0451,0.056,0.0555,0.107,0.0488,0.1421,0.2507,0.0951,0.4897,0.6862,0.1319,0.6409,0.3354,-0.1862,0.0728,0.0484,0.0244,2,2,1,1,0.8969,0.1031,0.827,0.9434,0.0241,0.0099,0.0085,0.002,0.0122,0.1427,0.0145,0.2805,0.135,0.0175,31.8,47904,2280496000,52593,0.213,0.299,0.202,5837,0.033,0.083,0.059,0.046,0.055,324.22,557.37,0.5817,748.01,1120.55,0.6675,0,17035,17028,17237,17466,18100,18401,18429,18855,19111,0.636061534,0.634402593,0.651067044,0.658970006,0.653264518,0.658495563,0.658437243,0.651542901,0.652074519
235,Van Zandt,urban,0,Rural,1,0,0,0,0,0,0,52579,52579,52579,52579,52579,52579,52579,52579,32287,32662,34516,34799,36086,37020,37378,39122,39946,8170,19166,12005,12930,21899,17968,12018,25994,20572,0.253,0.5868,0.3478,0.3716,0.6069,0.4854,0.3215,0.6644,0.515,15794,3084,Republican,18473,2799,Republican,22270,3516,Republican,0.1048,0.1978,0.0841,0.0778,0.1577,0.0741,0.0725,0.1573,0.079,0.1426,0.3563,0.187,0.5826,0.471,-0.0705,0.4967,0.7136,0.1449,0.0776,0.0201,0.0575,1,1,1,0,0,1,0.1366,0.9332,0.0312,0.0101,0.006,0.0015,0.018,0.8075,0.029,0.2292,0.2051,0.0212,42.2,45722,2874061000,57706,0.136,0.174,0.171,7130,0.033,0.062,0.048,0.035,0.035,519.15,1186.21,0.4377,1172.87,2372.42,0.4944,0,1093,1096,1242,1331,1425,1611,1714,1832,2107,0.033852634,0.033555814,0.035983312,0.038248226,0.039488999,0.043517018,0.045855851,0.046827872,0.052746207
236,Victoria,urban,0,Urban,0,0,0,1,1,1,1,86793,86793,86793,86793,86793,86793,86793,86793,49625,50147,51896,52946,54507,55132,55089,56459,56470,10105,29106,17162,15869,31476,27304,15344,34229,25367,0.2036,0.5804,0.3307,0.2997,0.5775,0.4952,0.2785,0.6063,0.4492,19692,8802,Republican,21275,8866,Republican,23358,10380,Republican,0.0869,0.1259,0.0358,0.0669,0.1101,0.0405,0.0624,0.0881,0.0243,0.0814,0.176,0.0875,0.5704,0.5185,-0.0331,0.591,0.4781,-0.0709,0.0259,-0.0029,0.0288,1,1,1,0,0.7226,0.2774,0.4928,0.893,0.0645,0.0091,0.0142,0.0011,0.018,0.4236,0.0562,0.2503,0.1754,0.0181,37,59030,5375580000,67905,0.155,0.197,0.192,11469,0.035,0.083,0.063,0.042,0.041,324.34,945.46,0.3431,935.25,1967.91,0.4752,0,16598,16856,17535,17930,18537,19016,19125,19687,19858,0.334468514,0.336131773,0.337887313,0.338646923,0.34008476,0.344917652,0.347165496,0.348695514,0.351655746
237,Walker,urban,0,Urban,0,0,0,0,0,0,0,67861,67861,67861,67861,67861,67861,67861,67861,29359,29148,30307,30673,32519,33266,33710,34844,36042,6402,18804,11477,10725,19955,17855,8181,23658,17394,0.2181,0.6451,0.3787,0.3497,0.6136,0.5367,0.2427,0.679,0.4826,12140,6252,Republican,12884,6091,Republican,15375,7884,Republican,0.1157,0.1954,0.0715,0.0448,0.1482,0.099,0.0976,0.1892,0.0834,0.0612,0.2581,0.1856,0.6753,0.2779,-0.2372,0.5557,0.5156,-0.0258,0.0339,-0.0315,0.0654,1,1,1,0,0.5683,0.4317,0.1873,0.7291,0.2335,0.0079,0.0119,0.0011,0.0167,0.5578,0.2274,0.1475,0.1426,0.0118,37.5,33631,2652494000,53301,0.2,0.212,0.193,9901,0.039,0.072,0.063,0.048,0.046,346.51,748.38,0.463,838.48,1506.18,0.5567,0,2126,2111,2320,2449,2757,3101,3299,3398,3596,0.072413911,0.072423494,0.076549972,0.079842207,0.084781205,0.093218301,0.097864135,0.097520377,0.099772488
238,Waller,urban,0,Urban,0,0,0,0,0,0,0,43205,43205,43205,43205,43205,43205,43205,43205,27973,27987,29962,29913,31131,32566,33548,34986,37633,4394,15930,9147,7839,17092,16636,7848,22680,16768,0.1571,0.5692,0.3053,0.2621,0.549,0.5108,0.2339,0.6483,0.4456,9244,6514,Republican,10531,5748,Republican,14260,8191,Republican,0.1123,0.2501,0.1238,0.0694,0.1993,0.1215,0.0869,0.256,0.1556,0.0729,0.4237,0.3269,0.784,0.7861,0.0011,0.8187,0.8332,0.0079,0.0791,-0.0202,0.0993,1,1,1,0,0.2264,0.7736,0.3197,0.6882,0.2548,0.0147,0.0222,0.0016,0.0185,0.3965,0.2448,0.237,0.1178,0.0092,29.6,51670,3198051000,75223,0.143,0.182,0.249,7887,0.038,0.076,0.063,0.044,0.046,237.89,733.43,0.3244,606.72,1469.96,0.4127,0,2652,2779,3172,3400,3675,4164,4549,4925,5800,0.094805706,0.099296102,0.105867432,0.113662956,0.118049533,0.127863416,0.135596757,0.140770594,0.154120054
239,Ward,rural,1,Rural,1,0,0,0,0,0,0,10658,10658,10658,10658,10658,10658,10658,10658,6021,6020,6318,6303,6476,6477,6651,6861,6913,826,3245,1986,1943,3443,2931,1868,4094,2535,0.1372,0.539,0.3143,0.3083,0.5317,0.4525,0.2809,0.5967,0.3667,2366,841,Republican,2547,783,Republican,3241,764,Republican,0.0757,0.1397,0.0595,0.0468,0.1046,0.0552,0.0252,0.0942,0.0673,0.061,0.2616,0.1891,1.3523,1.2615,-0.0386,0.4758,0.2764,-0.1351,0.0577,-0.0073,0.065,1,1,1,0,0.7868,0.2132,0.571,0.8946,0.0547,0.0171,0.0099,0.0013,0.0224,0.3589,0.0411,0.2864,0.1384,0.0162,34.5,58879,645552000,60775,0.146,0.197,0.113,815,0.024,0.095,0.069,0.037,0.03,277.78,337.57,0.8229,667.72,675.14,0.989,0,2309,2333,2516,2543,2591,2664,2771,2871,2918,0.383491114,0.387541528,0.398227287,0.40345867,0.40009265,0.411301528,0.416629078,0.418452121,0.422103284
240,Washington,rural,1,Rural,1,0,0,0,0,0,0,33718,33718,33718,33718,33718,33718,33718,33718,21960,22007,22251,22214,22947,23089,23285,23884,24626,6441,14472,9063,7860,15000,13563,6734,17541,14130,0.2933,0.6576,0.4073,0.3538,0.6537,0.5874,0.2892,0.7344,0.5738,10857,3381,Republican,10945,3382,Republican,12959,4261,Republican,0.0427,0.0853,0.0408,0.0116,0.0603,0.0482,0.0377,0.1067,0.0666,0.0365,0.2121,0.1694,0.2203,0.0455,-0.1433,0.4965,0.5591,0.0418,0.0768,-0.0039,0.0807,1,1,1,0,0.4858,0.5142,0.1794,0.7886,0.1659,0.0066,0.0175,0.001,0.0205,0.6283,0.159,0.2106,0.2324,0.0278,41.8,73301,2650496000,66911,0.135,0.186,0.289,6981,0.034,0.057,0.053,0.04,0.039,276.12,735.8,0.3753,655.47,1471.98,0.4453,0,1077,1104,1188,1222,1331,1392,1456,1515,1754,0.049043716,0.050165856,0.053390859,0.055010354,0.058003225,0.060288449,0.062529525,0.063431586,0.071225534
241,Webb,urban,0,Urban,0,0,0,0,0,0,0,250304,250304,250304,250304,250304,250304,250304,250304,102410,105084,116048,119229,123460,130721,135089,137672,143099,25413,49816,27440,31858,57603,49390,32171,69436,46002,0.2481,0.4741,0.2365,0.2672,0.4666,0.3778,0.2381,0.5044,0.3215,11078,37597,Democrat,12947,42307,Democrat,25898,41820,Democrat,0.1749,0.3101,0.1151,0.1642,0.3191,0.133,0.1264,0.2331,0.0947,0.1563,0.3938,0.2054,0.2536,0.2659,0.0098,0.7999,0.6765,-0.0686,0.0303,-0.0075,0.0378,2,2,2,0,0.9414,0.0586,0.9529,0.9746,0.0085,0.0057,0.0064,0.0006,0.0042,0.0359,0.0043,0.3088,0.1058,0.0103,30.3,40873,10945018000,56289,0.209,0.272,0.206,30984,0.037,0.085,0.063,0.042,0.04,452.53,1210.44,0.3739,1223.62,2502.43,0.489,0,90895,93123,102718,105147,108544,113960,117208,119207,123489,0.887559809,0.886176773,0.885133738,0.881891151,0.879183541,0.871780357,0.867635411,0.865876867,0.862962005
242,Wharton,rural,1,Rural,1,0,0,0,0,0,0,41280,41280,41280,41280,41280,41280,41280,41280,24129,24162,24671,24623,25203,25017,25103,25616,25880,5347,14212,8404,8069,14871,13002,8663,16843,12212,0.2216,0.5882,0.3406,0.3277,0.59,0.5197,0.3451,0.6575,0.4719,9750,4235,Republican,10149,4238,Republican,11926,4694,Republican,0.0431,0.0602,0.0164,0.0205,0.0404,0.0195,0.014,0.049,0.0345,0.0464,0.1851,0.1326,0.5091,0.6202,0.0736,0.5471,0.4531,-0.0608,0.0693,0.0018,0.0675,1,1,1,0,0.5247,0.4753,0.4412,0.8387,0.1337,0.0083,0.0069,0.0008,0.0117,0.4233,0.1204,0.2531,0.1856,0.0224,37.9,51481,2153148000,57487,0.146,0.211,0.181,4927,0.034,0.068,0.057,0.038,0.039,401.89,1086.3,0.37,922.28,2174.69,0.4241,0,5932,5979,6149,6201,6416,6476,6545,6762,6990,0.245845248,0.247454681,0.249239998,0.251837713,0.254572868,0.258863972,0.26072581,0.26397564,0.270092736
243,Wheeler,rural,1,Rural,1,0,0,0,0,0,0,5410,5410,5410,5410,5410,5410,5410,5410,3473,3460,3476,3412,3526,3389,3410,3510,3344,1521,2164,1354,1757,2339,1836,1658,2337,1688,0.4379,0.6254,0.3895,0.5149,0.6634,0.5418,0.4862,0.6658,0.5048,1878,232,Republican,2087,194,Republican,2159,168,Republican,0.0191,0.0145,-0.0045,-0.0176,-0.0181,-0.0006,-0.025,-0.038,-0.0133,0.0809,0.0799,-0.0009,0.1552,0.0901,-0.0563,0.356,0.2467,-0.0806,0.0404,0.038,0.0024,1,1,1,0,0,1,0.2588,0.9164,0.0327,0.0206,0.0083,0,0.0221,0.6803,0.0279,0.2494,0.2098,0.0204,40.7,47189,226839000,55713,0.153,0.218,0.173,596,0.03,0.061,0.062,0.039,0.037,298.19,629.52,0.4737,673.51,1259.05,0.5349,0,245,250,274,281,292,293,306,325,335,0.070544198,0.072254335,0.078826237,0.082356389,0.082813386,0.086456182,0.08973607,0.092592593,0.100179426
244,Wichita,urban,0,Urban,0,0,0,0,0,0,0,131500,131500,131500,131500,131500,131500,131500,131500,71291,71921,72289,75995,78259,80950,81337,83780,78752,8503,41357,21297,19291,38709,34309,17393,46378,31723,0.1193,0.575,0.2946,0.2538,0.4946,0.4238,0.2138,0.5536,0.4028,29812,10525,Republican,27631,8770,Republican,32069,13161,Republican,0.0881,0.1649,0.0705,0.066,0.1409,0.0703,0.1198,0.0894,-0.0272,-0.064,0.1214,0.1981,1.2687,1.0455,-0.0984,0.611,0.4896,-0.0754,-0.0214,-0.0804,0.059,1,1,1,0,0.8725,0.1275,0.2095,0.8168,0.1122,0.0147,0.0221,0.0017,0.0325,0.6313,0.1047,0.2294,0.1565,0.0169,35.2,50979,6626118000,56634,0.155,0.207,0.239,19923,0.032,0.066,0.053,0.04,0.039,434.36,1052.16,0.4128,1132.05,2185.22,0.518,1,6492,6585,6909,7367,7673,8177,8478,8825,8584,0.091063388,0.091558794,0.095574707,0.096940588,0.098046231,0.101012971,0.104233006,0.105335402,0.109000406
245,Wilbarger,rural,1,Rural,1,0,0,0,0,0,0,13535,13535,13535,13535,13535,13535,13535,13535,7854,7835,7952,7878,8074,8080,8256,8171,8358,932,4189,2751,2594,4105,3457,2611,4524,3207,0.1187,0.5347,0.346,0.3293,0.5084,0.4278,0.3163,0.5537,0.3837,2956,971,Republican,3166,809,Republican,3524,956,Republican,0.0305,0.0429,0.012,0.0031,0.0512,0.048,0.0161,0.0511,0.0344,-0.0201,0.08,0.1021,1.7833,1.8015,0.0066,0.2566,0.1658,-0.0723,0.019,-0.0263,0.0453,1,1,1,0,0.739,0.261,0.3137,0.8327,0.0845,0.0165,0.037,0.0011,0.0282,0.5443,0.0752,0.2098,0.1939,0.0219,40.2,56057,700208000,52983,0.166,0.241,0.166,1448,0.036,0.059,0.066,0.049,0.05,310.97,672.76,0.4622,726.39,1345.53,0.5399,0,1240,1267,1343,1360,1422,1446,1550,1556,1649,0.157881334,0.161710274,0.16888833,0.172632648,0.176120882,0.178960396,0.187742248,0.190429568,0.197296004
246,Willacy,rural,1,Rural,1,0,0,0,0,0,0,22134,22134,22134,22134,22134,22134,22134,22134,11075,11111,11557,11877,12305,12405,12577,12790,11723,3302,5147,2239,3735,5144,4403,3506,5615,3840,0.2981,0.4632,0.1937,0.3145,0.418,0.3549,0.2788,0.439,0.3276,1416,3600,Democrat,1547,3422,Democrat,2441,3108,Democrat,0.1075,0.1511,0.0394,0.0724,0.1356,0.0589,0.0734,0.0144,-0.055,-0.0006,0.0909,0.0916,0.1311,0.0618,-0.0613,0.9665,0.7151,-0.1279,-0.0242,-0.0452,0.021,2,2,2,0,0.644,0.356,0.8823,0.9485,0.028,0.007,0.0084,0.001,0.0071,0.0868,0.0197,0.2329,0.1503,0.0152,33.8,34925,703487000,41648,0.29,0.364,0.105,1355,0.082,0.12,0.101,0.082,0.078,243.79,529.43,0.4605,524.72,1058.86,0.4956,0,9321,9362,9772,10085,10416,10461,10598,10726,9913,0.841625282,0.842588426,0.845548153,0.849120148,0.846485169,0.843288996,0.84264928,0.838623925,0.845602661
247,Williamson,urban,0,Urban,0,0,0,0,0,0,0,422679,422679,422679,422679,422679,422679,422679,422679,237333,243996,272566,285104,300180,334440,353153,384723,415766,36390,165106,104425,98880,205862,209257,105361,287506,226679,0.1533,0.6767,0.3831,0.3468,0.6858,0.6257,0.2983,0.7473,0.5452,97006,61875,Republican,104175,84468,Republican,139729,143795,Democrat,0.2303,0.5768,0.2816,0.2013,0.488,0.2387,0.227,0.5254,0.2432,0.2468,0.7413,0.3966,1.7172,1.8953,0.0655,1.0039,1.1707,0.0833,0.0706,0.0091,0.0615,1,1,2,1,0.9085,0.0915,0.2534,0.776,0.0788,0.0088,0.1033,0.0017,0.0314,0.5459,0.0709,0.2368,0.1309,0.0121,37.2,67083,45040688000,101891,0.062,0.065,0.463,191872,0.028,0.058,0.04,0.03,0.034,572.09,3295.27,0.1736,1722,6900.09,0.2496,0,28450,29415,34436,36243,38391,44266,47681,52503,57489,0.119873764,0.120555255,0.126340042,0.127122033,0.127893264,0.13235857,0.135015135,0.136469616,0.13827249
248,Wilson,rural,1,Rural,1,0,0,0,0,0,0,42918,42918,42918,42918,42918,42918,42918,42918,26745,27041,28851,29399,31207,32548,33308,34990,37008,4060,17229,10434,10166,19476,17722,9393,25032,19621,0.1518,0.6371,0.3617,0.3458,0.6241,0.5445,0.282,0.7154,0.5302,12218,4821,Republican,13998,4790,Republican,18463,6350,Republican,0.1541,0.294,0.1212,0.0992,0.2454,0.133,0.1281,0.2827,0.137,0.1304,0.4529,0.2853,1.5039,1.3135,-0.076,0.6985,0.8805,0.1072,0.0783,-0.013,0.0913,1,1,1,0,0.1269,0.8731,0.4153,0.9409,0.0222,0.0107,0.0083,0.0013,0.0166,0.5447,0.0178,0.2353,0.1721,0.0147,40.8,56660,2987959000,79432,0.105,0.131,0.254,8704,0.028,0.057,0.044,0.033,0.032,331.28,878.67,0.377,741.26,1757.33,0.4218,0,7969,8054,8529,8698,9215,9620,9754,10261,10768,0.297962236,0.297844015,0.295622335,0.295860403,0.295286314,0.295563475,0.29284256,0.293255216,0.290964116
249,Winkler,rural,1,Rural,1,0,0,0,0,0,0,7110,7110,7110,7110,7110,7110,7110,7110,3489,3496,3693,3708,3815,3851,3875,4010,3989,473,1745,985,1274,1881,1458,800,2126,1335,0.1356,0.4991,0.2667,0.3436,0.4931,0.3786,0.2065,0.5302,0.3347,1311,398,Republican,1403,420,Republican,1753,358,Republican,0.0912,0.147,0.0511,0.0628,0.1106,0.045,0.0428,0.0802,0.0358,0.0779,0.2183,0.1302,1.6934,0.6913,-0.3721,0.4802,0.3553,-0.0844,0.0311,-0.006,0.0371,1,1,1,0,0.819,0.181,0.6418,0.9073,0.0346,0.022,0.0122,0.0011,0.0227,0.3063,0.0211,0.2878,0.1242,0.0113,34.7,67488,493069000,69775,0.14,0.194,0.091,425,0.029,0.094,0.075,0.04,0.034,135.01,199.38,0.6772,292.32,398.77,0.7331,0,1276,1280,1413,1460,1518,1585,1616,1673,1726,0.365720837,0.366132723,0.38261576,0.393743258,0.397903014,0.411581407,0.417032258,0.417206983,0.432689897
